Section	Article	Mean	StdDev
Summary of Performance Assessment	CCPA.1798.187	0.00	0.00
Summary of Performance Assessment	CCPA.1798.188	0.00	0.00
Summary of Performance Assessment	CCPA.1798.189	0.00	0.00
Summary of Performance Assessment	CCPA.1798.190	0.50	1.32
Summary of Performance Assessment	CCPA.1798.191	0.00	0.00
Summary of Performance Assessment	CCPA.1798.192	0.00	0.00
Summary of Performance Assessment	CCPA.1798.193	0.00	0.00
Summary of Performance Assessment	CCPA.1798.194	0.00	0.00
Summary of Performance Assessment	CCPA.1798.195	0.00	0.00
Summary of Performance Assessment	CCPA.1798.196	0.00	0.00
Summary of Performance Assessment	CCPA.1798.197	0.00	0.00
Summary of Performance Assessment	CCPA.1798.198	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.10	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.100	1.12	1.45
Summary of Performance Assessment	CCPA.1798.199.15	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.20	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.25	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.30	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.35	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.40	3.62	0.70
Summary of Performance Assessment	CCPA.1798.199.45	0.50	1.32
Summary of Performance Assessment	CCPA.1798.199.50	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.55	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.60	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.65	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.70	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.75	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.80	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.85	0.00	0.00
Summary of Performance Assessment	CCPA.1798.199.90	1.12	1.54
Summary of Performance Assessment	CCPA.1798.199.95	0.00	0.00
Summary of Performance Assessment	EU.1	3.50	0.50
Summary of Performance Assessment	EU.10	3.88	1.54
Summary of Performance Assessment	EU.100	0.00	0.00
Summary of Performance Assessment	EU.101	0.75	1.30
Summary of Performance Assessment	EU.102	0.00	0.00
Summary of Performance Assessment	EU.103	0.00	0.00
Summary of Performance Assessment	EU.104	0.00	0.00
Summary of Performance Assessment	EU.105	0.00	0.00
Summary of Performance Assessment	EU.106	0.00	0.00
Summary of Performance Assessment	EU.107	0.00	0.00
Summary of Performance Assessment	EU.108	0.00	0.00
Summary of Performance Assessment	EU.109	0.38	0.99
Summary of Performance Assessment	EU.11	3.62	1.49
Summary of Performance Assessment	EU.110	0.00	0.00
Summary of Performance Assessment	EU.111	3.88	0.33
Summary of Performance Assessment	EU.112	3.75	0.83
Summary of Performance Assessment	EU.113	0.00	0.00
Summary of Performance Assessment	EU.12	2.00	1.58
Summary of Performance Assessment	EU.13	4.12	0.33
Summary of Performance Assessment	EU.14	2.25	1.30
Summary of Performance Assessment	EU.15	4.88	0.33
Summary of Performance Assessment	EU.16	4.38	0.48
Summary of Performance Assessment	EU.17	3.50	0.50
Summary of Performance Assessment	EU.18	2.88	1.17
Summary of Performance Assessment	EU.19	2.25	0.97
Summary of Performance Assessment	EU.2	2.00	1.22
Summary of Performance Assessment	EU.20	3.25	0.43
Summary of Performance Assessment	EU.21	2.25	1.20
Summary of Performance Assessment	EU.22	0.00	0.00
Summary of Performance Assessment	EU.23	1.00	1.32
Summary of Performance Assessment	EU.24	0.75	0.97
Summary of Performance Assessment	EU.25	1.88	1.54
Summary of Performance Assessment	EU.26	3.62	0.48
Summary of Performance Assessment	EU.27	3.25	2.05
Summary of Performance Assessment	EU.28	0.00	0.00
Summary of Performance Assessment	EU.29	0.00	0.00
Summary of Performance Assessment	EU.3	2.00	1.66
Summary of Performance Assessment	EU.30	0.00	0.00
Summary of Performance Assessment	EU.31	0.75	1.30
Summary of Performance Assessment	EU.32	0.00	0.00
Summary of Performance Assessment	EU.33	0.00	0.00
Summary of Performance Assessment	EU.34	2.38	1.41
Summary of Performance Assessment	EU.35	0.00	0.00
Summary of Performance Assessment	EU.36	0.00	0.00
Summary of Performance Assessment	EU.37	0.00	0.00
Summary of Performance Assessment	EU.38	0.00	0.00
Summary of Performance Assessment	EU.39	0.00	0.00
Summary of Performance Assessment	EU.4	1.38	1.11
Summary of Performance Assessment	EU.40	3.88	0.33
Summary of Performance Assessment	EU.41	3.88	0.33
Summary of Performance Assessment	EU.42	4.00	0.87
